,parent,text,label
3054,"Thank you. I'd like a Boulton decorative work in there that's free use, and short of smuggling a camera into a museum, this is the only one I conveniently can find. Fair use would be easy, there's a ton of images on the Boulton bicentenary site.","You've struck out the 'grounds' for the oppose, but you haven't struck out the Criterion oppose itself!",0
3055,That's it. I am going to get a burrito. Back after lunch...,"The joys of nicotine without the perils of paralyzed cillia. Oh, sure, one's face gets eaten away by squamous cell carcinoma, but most of us don't have much in the way of a face to begin with. Meanwhile, the nicotine boosts memory and... other stuff... like... where the city of Copenhagen is. -)",0
3056,"So, the ones not presently on your subpage are: Unless, of course, some of the socks have been removing or adding to your subpage.... —","Unless they managed to snag my password, I think we're good. Thanks for the extras, I'll tell N.",0
3057,"Of course - actually, I don't think I'm even allowed to say that you aren't because of the GNU FDL!","ROFL, I wasn't thinking about that in this context - thanks much though, I appreciate it.",0
3058,"We can always change it to read as John, d Earl of Kent. However, Plantagenet was his surname, and it describes him better than merely John, d Earl of Kent. Let's get some feedback from other editors before we move it.","No, Plantagenet was not his surname. You can't just give someone a surname based on the fact that people related to them used it as a surname a century later, and that one ancestor had it as a cognomen. I agree we should wait to hear other opinions, but unless someone can point to prominent instances of him being known as ""Plantagenet,"" I don't think that's an acceptable title.",0
3059,"I prefer AC/DC. (and note that i find it funny that some people write ""anti-religious"" when they mean ""anti-Christian"" as there are plenty of religions other than Christianity ... ooops. iI hope I did not hurt anyone's fragile feelings by pointing that out!) '","This contributes nothing useful to the discussion (not saying that was your intention), except to show that you don't know what a generalization is. ¦",0
3060,"I'm not really sure how episode descriptions are usually done. To the best of my knowledge, the episodes themselves can be used as a reference, so a specific website/book/magazine may not be necessary. If you can't find a decent site, you could probably try asking at WT:TV to see if anyone more experienced with television articles have any suggestions. Good luck! /","Well, The N is currently airing it, and it's almost done with the second season, so I coukd post from what I see.",0
3061,"I see your reasoning now- thanks! And no problem, I'm more than happy to have it stay- I was just curious, and I even posted to WPPFARM because I thought CSB might be an issue.","Okay, great. Of course, the CSB is just my personal opinion and not a valid reason to delete or not.",0
3062,"I think your first hunch is right. WP went crashing down shortly after confirmation, and I couldn't revert other related vandalism going on elsewhere.",It's NOT over yet... wait to see what today's hits are! A lot of people haven't seen this yet!,0
3063,"Note: Cúchullain had actually commented out the refs, because one of them was not readily verifiable. He did not delete them.","What I am seeing is a strong case for no WP article on the subject. This seems more like a Wiktionary subject to me. See wikt:WT:RFD#US American. ;-)) But seriously folks, this article might be good for a Transwiki, perhaps a version that had no claimed term excluded. It would probably make a good appendix for Wiktionary.",0
3064,It's called WP:OR. Come back when you find a citable source that says that.,"Would Bill Engvall's DVD Here's your sign be sufficient citation for you, considering we're talking about how comical this situation is?",0
3065,"Well, I started to put CSD-Aon this page myself but found that he may be notable. I have begun clean-up. He certainly has apparently been connected with a lot of musicians who are notable in wikipedia.","However, there are NO references.",0
3066,My inclination is to trust that CoC know how many councillors they have. The information in the article should be updated from there; and referenced. The ultimate criteria on WP is verifiability - 'even' if that information were to be incorrect!,"Aha, this source explains that two seats were left vacant at the elections, so both sources are correct and the by-elections must have filled the seats.",0
3067,"Except that blazon isn't a language, it is a very specific technical jargon which is not suited to all applications. And 'again' please see my examples and the point about authoritative above for why we shouldn't be blazoning or translating into blazon on our own. Stating 'could be blazoned thus' is not a reasonable thing; we shouldn't be putting in disclaimers. //","Of 'course' it is. Blazon isn't ""'a' language"". Anglo-Norman Blazon is a register of English which uses precise terminology and syntax. It is still English. When you are translating from Irish 'Ar dhearg capall airgid' into English, both ""on red a white horse"" and 'gules, a white horse' are English-language translations of the original. There is no other kind of ""translation""",0
3068,Good to have you on board ),I appreciate very much your kind help to improve the article - I learnt a lot to write much more better articles in future in en.Wikipedia! Greetings from the Australian tropics on the South Pacific.,0
3069,"'""Carolina in My Mind"" is also popular among the Carolinian diaspora; one person who had moved to California said,' - one person's quote doesn't support ""popular among the Carolinian diaspora""; can we produce more support for this?",I've added two more examples and cites of this.,0
3070,"It's a pretty standard definition of what the professional level of football is - all the players are full-time footballers, not part-timers with jobs outside football. I don't see why it would be controversial. Since you seem to disagree with it, what would you consider to be the definition of a fully professional league?","So if one footballer in a league is not paid then the league is not fully professional, and thus all players in the league would fail ATH? My comment also relates to how some people in AfD's link talk about WP:ATH to this page, whereas I would argue to do that the wording on this page should be as ATH. Also, for how many leagues is there a source that all players are fully paid?",0
3071,"I was already aware of the release date format, but yes, I believe it should be removed without a source. Will change it now.",That is going to be appreciated. Thank you.,0
3072,Thanks. ('),Sorry about the wait...weekend got unexpectedly busy. I'll try to get to the last one tomorrow if it's still there.,0
3073,"Lol! You could be like my long lost twin or something xD I also *love* Lady GaGa - she's a pop legend in the making already and she's only been in the spotlight for like a year. I think that would be one crazy album you have going there though... a Billy Ray Cyrus collab and Lady GaGa collab together in one disk? Lol, hey maybe you could duo a dual-disk CD categorized as Pop & as Country xD","Haha, thats cool - ""Poker Face"" is my ringtone for my cell phone lol. You should put stuff on YouTube of you performing something, lots of people do it. And have you ever thought about posting on The forums? I really like the idea of a country music forum, but it's kinda slow there at times and many of them have very different musical opinions than me.",0
3074,"Yeah, it's problematic. You'd run into the same difficulties inserting text about the ""accomplishments"" of slavery, or for that matter of racial segregation and discrimination, in the US; or, for that matter, of the benefits of German policies towards the Jews in the middle of the h century. The solution is always WP:NPOV, WP:RS, and such.","Sorry, I forgot to sign;",0
3075,"In your example, is any characterization of the ""American Values Coalition"" permitted? Can we say they are a ""paleo-conservative""/""liberal""/""fascist"" think tank? A non-profit? That they are really just one person with a website? What type of chareacterization of critics would be possible under your proposal? -","Added it to the draft I'm trying to polish up. Its not so much a neutrality issue because it doesnt inherently make an article biased. But it does imply doubt and confuse readers so its a neutrality style issue, a way to avoid writiing non-neutrally.",0
3076,"Just to iterate: it really is not necessary to change ""Do not delete"" to ""Keep"". The closing administrator really does read everything, especially if the result of the debate is not immediately obvious, and it is clear that ""do not delete"" means ""keep"". So please don't do that again.",It was yet you deleted the article. I have proposed for it to be undeleted on that basis as well as a number of incorrect assertions made. A prime example of steamrolling a deletion IMO. Wishy Washy Darwikinian Eventualist,0
3077,"The deleting of unsourced claims is not ""whitewashing"", it is Wikipedia policy. (Wikipedia:Verifiability) Your information may be true, but unless you provide appropriate sources as evidence, by definition they are mere allegations (and potentially libelous) and therefore are not appropriate for an encyclopedia. It is NOT the responsibility of other editors to research and verify your claims.","As noted, it isn't my job to do your research for you. Furthermore, the claims you made are covered by Wikipedia:Undue and Wikipedia:Bias. From your entries it appears that you have heard rumors but haven't tried to find out what actually happened in any of these cases.",0
3078,I've come to realize that the ISFDB biblios are woefully incomplete. They'll almost always do more to confuse you than anything else.,The edition is now listed.,0
3079,Oh thanks. Did you read my mail.,Haven't received it,0
3080,I think the article makes it perfectly clear that the tour is canceled. How much more clarity s needed? — Please comment,It is indefinite edit protected (autoconfirmed) by user dated June See the last . contribs,0
3081,"Something doesn't just have to be hacktivism to be mentioned in the article, it has to be notable by encyclopedic standards to be listed. NedaNet doesn't appear to be yet.","Fair enough. ¡Que sera, sera! I.e., time shall tell.",0
3082,"Clearly, it's to test your faith.","Since Man is made in God's image, presumably He has one for reasons beyond our ken. ...",0
3083,"I was reading what you were saying as (given what Malleus said about having a way to ""run simple checks"", implying to me a tool of some sort Malleus could use) that there was automation to do this already. Hence my surprise as I'd never heard of such. ++: /","One tool I do love is , which lets me quickly do time analysis of edits.",0
3084,"The tab just disappeared for me again, shortly after your edit to easyblock a couple of hours ago. - Dank",— I forgot the concatenation operator. >_< —,0
3085,"Precisely. Anyone who thinks that it's an ""attack site"" worth talking about here essentially has ED's dick deep in their throat. Mature Wikipedians ignore it. -","(ec)""Banning"" a site because it criticizes wikipedia strikes me as counterproductive. Harry Truman once said, ""With criticism comes progress"". Wikipedia's establishment might hate sites like that and another that seems to get frequent mention, whose name escapes me just now, but you can learn more from the critics than from the ""choir"", if you get my drift.",1
3086,"My vote is for ""IATA airline designator"", because the sister page is ""IATA airport code"".","I also prefer ""IATA airline designator"". Plural titles should only be used in exceptional circumstances, such as when the singular makes no sense or is nonstandard. —",0
3087,"Yes, sigs would have to be discounted, quotes discounted, and personal attacks/arbitrary disruption etc discoutned () paid editing=POV","Not relevant to incentives, but in really desparate situations, you might post at visible noticeboards to get more eyes (e.g. Village Pump, WT:FAC, maybe even WT:RFA if you're feeling bold).",0
3088,"The why is simple, you better understand what the ink blots actually are when you see them, than you would if they were simply described. The topic is better covered. I just don't see the basis of the argument that this information is indiscriminate.",The point is that the existence of many similar images is not reason in itself to use all of them. It's quite possible for an encyclopedia to give the idea of a topic by just using examples. Wikipedia articles should not function as catalogues.,0
3089,Afraid I'm not doing much justice to the prompt of DCI names that you and FruitMonkey are kindly adding to that section of my talk-page. Perhaps I'll add the untouched names to the talk-page of the article and they'll be more accessible for any other participants. Rgds-,Have you seen this style before such as the in International Honours section of Jim Brough where in the body copy there is a link to Silloth RUFC from where the word appears. I've only seen such links in Refs sections before. Is this done ? -,0
3090,"It is best if you take care of the ""dubious"" tag in the lead first.",Addressed at talk as suggested.,0
3091,Of course they took part in the battle! Polish contribution 'was neglected' for years. I think it would be very wrong to do it again.,While they were part of Operation Market Garden how can any claim be made to be part of the battle of Arnhem. If they were can you cite a source.,0
3092,(edit conflict) :Ever the sarcastic one. Martin debate is good but not the 'same' refuted debate. If you wish to create policy try the WP:Village pump.,"Thanks for the tip, Chillum and Gary. But can you remind us when the question above about policy (five hours ago), which you have kindly answered, was ever previously asked (or answered) in this debate? But please stop throwing your wiki UNCOOL STICKS. And the point I was making was that Albert is not a wikipedia editor.",0
3093,"Agreed, but think it should be at Bids for the Youth Olympics instead?","Well, there are both summer and winter games, so since the senior Olympics bids articles include the ""summer"" and ""winter"", and the main article is called Summer Youth Olympics, perhaps that's better.",0
3094,"San Jose, there is no conspiricy. You continue to revert entire sections of the article to represent one side.. you say your edits are creating a paragraph giving ""SSCS's chance to answer their critics"" but to do that you keep removing refs to the discussion on legality and authority. Please quit erasing the refs that you don't like..",Holy cow. Then put the damn refs in the Criticism section where they belong and stop duplicating them!,1
3095,How about processing them as normal but also logging the ones that have an illegal character for a couple of days to get an idea of how many there are? Depending on what's involved I might be able to do/undo them.,"I might be able to spit something like that out. It might be a little while before I run this bot again, but I'll give you a ring when I do.",0
3096,"Waiting for 'what', exactly? →","Godot, of course! and you?",0
3097,At WP:Featured article candidates/Oxygen toxicity/archive- after Eubulides chimed in to request trimming the COPD as well - I felt able to chop it all out (almost ) and stuff it into a new article: Effect of oxygen on chronic obstructive pulmonary disease (sic). Hope you feel better about the new slimmed-down Oxygen toxicity. We'll see how long it lasts .,"Thanks! I like the new article idea. is quite a bit. Good call on asking Mark, I'll follow up on that when I get back to that search and article. Might be a while though. Commented on the narcosis page and going to bed...",0
3098,"How is Blackwater Worldwide an incorrect name, but formerly Blackwater is okay? Before the company changed names to Xe, it was Blackwater Worldwide (and before that, it was Blackwater USA). But, people still know the company as Blackwater, not as Xe. Maybe once the name catches on a name change will be appropriate, but not yet.",,0
3099,"Exactly. You know the style, it would be an easy project for ya. ) Though, it is WM and you gotta get 'a lot' of info. for it. 'I' wouldn't be up for it.","Hell no.... Well, it depends. )",0
3100,"Quick comment. Wouldn't normally do this. For me, Wikipedia is about learning. I learned something new today that I doubt I would have learned ever in my lifetime if it hadn't been on the Main page. While I was shocked and surprised (although I'm never one to take offense at mere words), I am also extremely grateful. Thank you.","Well, at least this has had some benefit ) However, there are plenty FAs that likely will never get onto the main page: '(What the Fuck Is Going On?)' is one example. This was a pretty controversial one too, but it's quite amazing how people are so ignorant of WP:CENSOR - it's not like we don't flaunt it.",1
3101,sounds good to me. ‑,"Sure, all of them sound just as good as each other, but we should try and by consistent I guess -",0
3102,"I have never heard of anyone getting a CMG for military exploits Awarded it after retirement as Bishop, I'm sure","There were quite a lot awarded to military folk in WWI, probably mainly for roles wehre they were heavily involved in work with allied armies. The order started when the UK ruled the Ionian islands, so was quite often went to those from teh armed forces who served as governors and so on.",0
3103,"I agree, and have removed the spirituality section as unrecoverable per WP:BLP.","yes, i also agree, the sources provided werent adequate. I personally love when people in the public eye can espouse their values as they relate to their notability (free speech and freedom of religion, etc), but it needs to be sourced here impeccably, otherwise it can be seen as libelous if it associates a figure with an ""offbeat"" religion.",0
3104,More like yet another sock puppet opposed to showing the images Faustian. The investigation came back positive.,"Question: what if one person sees the images, is horrified, and then tells his colleagues who then also chip in. Is this sock puppetry? Do people have a right to tell others what they see? This seems different from canvassing for support.",0
3105,"Castiglioni-Mariotti, Vocabolario della lingua latina, d, Loescher, but it really only ""agrees"" in the sense that it puts neither a brevis nor a macron on the ""u"", which normally means the letter is not a syllable nucleus, but it isn't 'entirely' consistent in its usage. It's got a brevis sign on ""puella"" though, for instance.","These are the Indo-European labio-velar series: becomes Latin 'qv,' and becomes Latin 'gv' (though I think becomes just 'v),' so it's not surprising that 'v-vowel' after 'g' and 'q' would behave differently than after 'p' or other consonants. Or is that not the question here?",0
3106,"Sir, the deed is done! I have decided to act boldly and have withdrawn my nomination. Let's get to work...and cross our fingers. Cheers.","Just to let you know, I just fixed the incredibly terse description and other info for this image File:Surrender of Lord Cornwallis.jpg, which beforehand had only the title of the painting and the source given in a link. Quite pathetic, but now it looks ok. It's certainly a start!",1
3107,Cool indeed. How about putting that link also under ==Areas to cover==?,"Done, easily enough. (But is it redundant?)",0
3108,I am refering to the statement that it was 'series low'. Thanks!,"The first episode of Big Brother aired on a Sunday, the article says it is the lowest rated season premiere for the show which is true. Big Brother s season premiere was on Thursday and had million viewers. CBS' press release said the debut episode of Big Brother improved over the first Sunday episode of Big Brother ' '",0
3109,"Yes, on second thought I should probably remove the category, though. It's a mini-meme based on an SVTdocumentary where some year old geek proudly proclaimed that he had ""den högsta status man kan få"" because he was an operator of an IRC channel. Considering your track record, I'd be happy to grant you the rollback user right.",Thanks - that was fast - suddenly found I had a superpower. Have to go right out and experiment with it. You might leave it - it gave me a laugh... Skål -,0
3110,"Hi, I've created an article on the Hegelian principle, fyi.",The page is redirected to the main article. Seems someone trying to hide this so much used by the state principle.,0
3111,You haven't made a single coherent argument against what I've written so far. But I expect that whatever I'll write you'll simply revert.,Stop playing games and show your alturnative.,0
3112,Can you explain why: it is generally considered inappropriate to have opposes to statements at RfCs like this.,I can only see political motives behind removing opposing comments. Very poor form I think.,0
3113,"I forgot to mention Manual of Style/MoS in my edit summary. The text should start directly below the section header. Placing the image above the section header allows for that. MOS:IMAGES says ""Do not place left-aligned images directly below a subsection-level heading"" (WP:Accessibility#Images repeats the message). -","OK, gotcha... what i was focusing on had more to do with: ""Images should be inside the section they belong to (after the heading and after any links to other articles), and not above the heading."", which is the second bullet point in that MOS section.—",0
3114,I don't know what you are talking about. ///WP:CHICAGO/WP:LOTM),"Sorry, that was in response to . The tools I've used so far are Checklinks and Reflinks, neither of which seem best suited to the task at hand ;-) Cheers,",0
3115,You have to enjoy his Nero complex.,"Well it is better than Roxio, now fuck off troll.",1
3116,Hi Andrwsc! New reply...,Another one... ),0
3117,I agree. My comment was not really meant as a serious suggestion but more as gentle gesture towards those that are not familiar with Geography as a field of systematic study. Cheers!,Ah right - end of a hard day's work I often can't spot sarcasm. Sorry!,0
3118,It shouldn't have been removed. I'll try to find it and put it back on.,"It has been gone for two days (since December).... probably too late to put it back on. No one has missed it, anyways.",0
3119,You ever read WP:NAME? You need to read it.,WP:GFDL is the one you should read.,0
3120,"If it were phrased as 'I pledge to not involve myself with drama', then fine, but the activities described are more often necessary and valuable than useless and time-consuming. I still think that the two things I listed would be substantially more effective than this. But ok.",I think everybody's over-analyzing this. It's not meant to have a lasting effect or to completely eliminate drama. It's just a reminder of sorts for people who have lost sight of the project's ultimate goals. – ',0
3121,making it a template.,I got it. Thanks,0
3122,It's a bit 'belt and braces' when we have navboxes and categories. Many of the navboxes have been created and expanded from old list articles but it now seems a bit pointless to create new 'list of' articles when the navboxes are far more useful.,"Well, that was rather my thought, but since no one jumped on the article I fixed it up and expanded it - added some photos to at least dress it up a bit. To make it different from the nav box I added the aircraft names, so at least it will be a useful reference tool for readers. -",0
3123,I would not say that till adil your is blocked again. he is a POV pushing SPA who needs to be banned. Perhaps then we can improve the article especially if pahari agrees to get involved.,"What is this... Is ""some people having a soft corner for Kashmiri Mujahidin"" the same as sponsoring them... I thought sponsoring means to supply ammunition, and weapons to terrorist... Plus what is Kashmiri Mujahidin, is KM (Kasmiri mujahidin) labeled as terrorist...",0
3124,"This message is regarding the page Mongloid. Please refrain from adding nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox.",I moved your question to Talk:Mongoloid. I hope that someone there can help you with it.,0
3125,"Fine with me, too (not that there was/is any war going on).","With all due respect, you cannot be part of the solution if you fail to recognize the problem, just as you can't agree to help put out a fire - if you don't see the fire. I'm afraid I cannot shake on a WP:Truce with Tvorbased on the above caveat. ObserverNY",0
3126,Good catch. They were sacred dramas to the god Horus and I will change the text as soon as I can find a Wikipedia-approved WP:RS.,"The 'Passion Plays' were about the death and rebirth of Osiris (which is technically correct use of Lat. 'passio', ""suffering""), but it's an infelicitous usage, you're right. -",0
3127,Done. I've passed the article. Good job!,Thanks so much! Splendid attention to detail all around. I plan to implement your suggestions for expansion as soon as I get some free time. con,0
3128,I have now reported your incivility .,"Oh for God's sake, has nobody ever told you to ""fuck off"" before? Is that why you're so upset? If you don't like it here then don't visit here. WP:WQA is where children complain to teacher that someone did something bad; it's not a place where rationale adults ought to spending time.",0
3129,"Check it out - this will also be in the print edition. As I say, he's a good kid. /",Did he write it?,0
3130,"No, it's not. It's an analytical newspaper. To believe that this is so, you can read the free articles with the Google translator, for example.","As to my name, its pronunciation is on my Wikipedia user page. No good transcription exists, sorry.",0
3131,Wait. I thought Bulbasaur was a full article.,There was consensus at WT:POKE to move it to a project subspace article and return Bulbasaur to being a redirect until it could be significantly improved actually.,0
3132,"Additionally, the ""partly upheld"" in 'Guinea Pig Kids' appears to be accurate based on the sentence a bit later in the first article cited (the second one appears to be dead), which states ""However, the BBC did not uphold all the complaints made against the programme.""","It completely upheld the complaints in article, it did not uphold one other.",0
3133,"Yes, because this urban myth is so widespread. It's even reported on by Snopes.com. —","I agree that the legend is worth mentioning, but not at such length. The previous text seemed fine indeed, it could probably be cut a bit. If more info is worth immortalizing in the WP, perhaps more of the Snopes comments could be reported on in a 'separate' article, 'e.g.' Swim test legend at U.S. universities.",0
3134,The lede still contains a number of grammatical howlers. Can you please take a look at that?,"I have copy edited the lead again, please let me know. — '",0
3135,"I'm not convinced it violates the MoS. If so, doesn't eBay? •","Yes, there's no consensus that they should 'not' be allowed to, and the specialists are probably the people best placed to make the judgement (i.e. 'how wrong is it' to write a species/genus name without italics). General editors just saying it looks ugly (which translates to ""it's not what I'm used to"") are probably not the people to make the call.",0
3136,"You can't still present this as a fact, this is elementary. sources could report the same thing, and Wiki still wouldn't presented as a fact, as you have done.",Very interesting observation. I'll have to ask Nableezy about that.,0
3137,"While I'm here, I'll note that calling anyone on the right ""neo-conservative"" is a leftist trick, used to demonize them and dismiss amy argument they make without bothering to answer it. Neo-conservative has a specific meaning, and not everyone on the right agrees with it.","I try to be objective and my own userpage is pratically blank as I am an intensively private person. Besides, the user in question links his userpage to the Vast right-wing conspiracy which he says he is a proud member of.",0
3138,HELLLLLP!! Gah! ~sigh~ • •,Put the citation into the working ref group (doesn't have to be formatted) and I'll fix and then add an explanation to the talkpage.,0
3139,"(ec) Moni is right of course. Reviewing is about building a consensus, it is not about looking clever, (or foolish). Graham.",I'm out of breakfast food.,0
3140,Anyone who has Catholic Church on their watchlist will now also have Catholic Church/Temp on their watchlist and may wish to remove it. +,"Or... I had Catholic Church (disambiguation) on my watchlist, and now I have this page on my watchlist. Great ;P -",0
3141,"I said ""I don't know"" because I don't know the details of it. I'm pretty aware that the field of computer security works in the way that you describe. My point is that psychology cannot work that way it's just logistically impossible.","ethical conduct, or the lack thereof. If a psychological test was a computer, compromising the security means having to re-invent the computer hardware from scratch. Starting with something that preceeds the abacus.",0
3142,"Good morning, East Coast, US of A! Roger that from the South East of U of K! While it is a particularly slack day at work today, I only have two hours left and I am busying myself with nonsensicals and non-entities which have sprung up like Hydra's heads overnight! – 'B.hotep' ••","'ello SE UK. Aye, it's amazing how quickly the nonsense can sprout. Glad today is slack at work, those are the best kind of workdays, if you ask me. I'm busying myself mediating and good article-ing. ·",0
3143,"Oh, and I agree with you that considering shaving is pretty extraordinary. An unusual man! I didn't recall it from the pegasus archive, but a quote is sufficient.","I will move it over when Rangers Steve has finished adding to it. I think it is better to work in the text from pegasus to the temp version. Thanks for all your help. Regards,",0
3144,"Have changed ""The ""eggs"" of the bird's nests"" to ""The ""eggs"" inside the bird's nests""... is that better?","Sorry! Maybe I am too tired. It is true that for the general reader, these articles are confusing. Is it correct now? —",0
3145,"I reverted, but shortened the description IAW the above cited guideline. I hope this satisfies your concerns. See also Talk:List_of_Texas_Aggie_terms#BQ","As far as I can tell, this is still a dictionary definition and emplore you to revert your change to the article as a good faith editor.",0
3146,Create one!,I really hate to admit this ... but I don't know how ... lol. ;) —,0
3147,Note that on your own talk page the talk link will just be bold because it is a self-reference to the current page. But anywhere else you sign it will be a link. -,"May the Force be with you, Master!",0
3148,"So changed. Thanks, Long Shrift.",I'll leave a note on the author's talkpage. Maybe he/she can fix the article.,0
3149,"Good work, thanks. Yes, I'll let you off for watching a Ghibli movie p",Now if it could be quickly ended with a Keep. So we can give Dandy Sephy a well deserved and long overdue Barnstar ;),0
3150,"Unfortunately, I make all too many; thanks for cleaning it up, Coppertwig.",Great! I'll tidy up the entry to put it in a similar style to the other links.,0
3151,"""Subjective opinions by the original writer"" have no place in an encyclopedia article. It would be perfectly OK to quote a reliable source who used the phrase ""spectacular mountainous scenery"", but if one can't be found then it will have to go.","I did not say it was such - I said ""may be""",0
3152,oppose. Special:whatlinkshere/Austin Healey are all rugby related. There is a dablink at the top; the page on the cars is at Austin-Healey. If it must be moved it should be moved to Austin Healey (rugby player) — ',"I'd say they're all rugby related becasue they all correctly refer to the rubgy player article, despite its incorrect placement.",0
3153,Good catch. Edit made. Thanks,"Incidentally, to me, the formulation “Not one …” sounds polemical; simply using “No …” (and changing the sentence to be plural) would, in my opinion, sound more neutral. Might be worth considering (but I haven't looked at it closely enough to even elevate this to “suggestion”, merely an “observation”. ;D).",0
3154,When I get home from work tonight will do. (also changed the title of the section) -,"Maybe Lebanon should be added aswell, isn't there a river from Lebanon that connects to the Sea of Galilee?",0
3155,"It does not have to be phrased as a counting proof, if someone sees that as a problem. It is basically just changing the order of summation: —","Dear Emil J., I think the trick where you use the fact that is worth preserving, especially since it generalizes, as is evident in the next section, where is used. Anyhow in the meantime our unusual friend has reverted the page again to their version. -",0
3156,"The idea that he pled guilty to protect his brother isn't some Wikipedia editor's fantasyit was a widely-discussed view at the time it happened. Obviously others disagreed, and Wikipedia should report on both sides, but I don't see any reason we should downplay that view which (to me at least) looks both plausible and well-sourced.","I'm not saying omit it completely, if it can be sourced. Not too happy about the sourcing to the books, as I Think that you need page numbers. But I have a general problem with the tone of that and similar sections. The man is not Charles Manson, he's done some positive things before and since, but I think the writing could be more neutral.",0
3157,"Furthering that point, although it still shows up in Google search results, , I have been looking through the site and I can't find any reference at all to Sears other than in that invisible meta data.","Found some: , view the press releases. They still have some cleaning up to do.",0
3158,Link doesn't work - says admins only.,"That link, which goes to the voter list, should work for everyone. On the page are links to ""Details"" which contain restricted information for admins only. Can you see the voter list?",0
3159,How is his surname pronounced? Is it ZHECK-o or ZECK-o or ZEEK-o or what?,"It's pronounced ""['dʒeko]"". )",0
3160,"Your opinion is highly appreciated! In fact, I wasn't looking to create an article (except maybe a stub). The place was mentioned to me in passing, and I became interested. I had no idea about its long history.","For the record, I agree with Rettetast. Access to a news archive is pretty much necessary in order to be able to build a reasonable article, though.",0
3161,"I agree that the word is cute, funny, and old-fashioned. That doesn't change the fact that it is wholly inappropriate for a modern encyclopedia. There are other fields of study where -ix words were also quite common at one time. They have since been removed. It appears that there is a bit of a fandom and romanticism behind this article, so I'll just steer clear.",Please note WP:CIVIL. FWiW .,0
3162,Hmm. It appears the site is blacklisted now. Some spammer ruined it for the rest of us. Wikipedia talk:WikiProject_Spam/Archive Dec User:Hollywoodnorthreport,"If there's a good use for it, a whitelist request can be made for specific URLs if there is consensus. The blacklist came about as a result of the IP who was spamming incessantly.",0
3163,"Both are interesting, so I'll suggest a combination: 'ALT': 'that the 'Bare-faced Bulbul', the only songbird in Asia to lack feathers on the face, is the first Asian bulbul to be described in over years'? Note that I changed ""passerine bird"" to ""songbird"" since that's what the article and the source says. Good to go.","I would recommend adding ""new"" to the hook: ... is the first 'new' Asian bulbul ... just to make clear to the reader that it is a newly discovered species.",0
3164,"Pleasure. It is a fascinating story. Important, too.","Again, thanks for taking the time to work on this page. As you can probably see, I've tried to take a step back from it as RetroSone and I have been at loggerheads. It's great to have a third party involved. The page looks a great deal better now. Let's hope everyone agrees.",0
3165,"Good idea! Avi, I would appreciate it if you would consider granting me the right also. You can assess my level of qualification and need by looking at . I realize it's important to be careful.","I do not think that giving out AbuseFilter rights like that is a good idea. If you have a specific idea for a somewhat complicated filter in mind, that is one thing, but if you just want it to randomly tweak, I don't think it is necessary to give you the right for that.",0
3166,Sounds great to me.,"I've added a sentence on the counselling, but I'm not really the best person to expand the mechanism section - perhaps someone else could do that? There is generally no need to reference items in the lead, since the lead is supposed to be a summary of the article, where everything would be sourced.",0
3167,"Sorry, but that ""discussion"" is not consensus. One says it would fail, another says there is nothing specific. Consensus requires multiple people. Furthermore, stability is a joint requirement between GA and FAC, and changing one would force the changing of the other. There has been no discussion to this at FAC. Please adjust accordingly.","Thank you. I just wanted to point out also that the discussion comes from I've just been keeping eye on some of the GANs lately because of sweeps causing all sorts of problems. It is best to help get things going instead of having a whole line up of problems (and the transportation articles have had some problems with GAN, another reason why I hate roads and the rest ) ).",0
3168,Consider the ban of the use of the death penalty like a federal law in the US. All EU laws are passed democratically through our parliament.,Wow! Another anonymous American who opposes the EU and loves the death penalty. Wikipedia is not a forum for your personnel ignorant opinions.,1
3169,"I agree on Lockdown, and I have some ideas on improving it though. But since I can see the future (joke), I can already see the reason people will want this changed is they just don't like it. So I don't see the point in starting this section.","You're correct. Many people have expressed that they don't like it. That's the point in starting this section is to get their opinions. We need to look at every side of the dice, and take all points into consideration. ' ' at",0
3170,"I just looked at the UN Convention on the Law of the Sea article, and the list of signatory nations didnt look too bad.","Here's a first cut: Template:Infobox Treaty. Since the mediating party is less relevant unless it is also the same as the depository party, I took that out. I suggest that as a matter of usage, we either indicate a link to a list, or a description when they are mulilateral treaties. We should probably try this out on a couple of treaties to see how it works.",1
3171,"Oops, looks like I've unintentionally destabilised it! The length of the article is a good point, the 'Aftermath' section appears to be mainly analysis, perhaps that could have its own new article?","Here a couple of Wikipedia ""How to articles"" about how to split an article: Wikipedia:Summary style and Wikipedia:Splitting and Article size (this is a sub section of WP: Splitting). I hope this helps.",0
3172,"No, perhaps my comments are best suited on this page on which James made improper claims about his expertise (and I have provide the link to that above) and on which he has denigrated psychologists. Maybe your constant refrain of ""take it to [whoever's] talk page"" is getting so tiresome that it's meaningless.",Wikipedia:No personal attacks applies.,0
3173,"Yes. I am ""studying"" the Wiki. ;) – 'B.hotep' ••",Learnin' yourself good? ·,0
3174,"Alright, that's fine. Although, next time please do not delete the template, but rather add a {{hangon}} template right underneath the template. Best of luck with the article.",Thanks. I think the template was undone by someone else.,0
